,Concurso,Data Sorteio,Dezena1,Dezena2,Dezena3,Dezena4,Dezena5,Dezena6,Arrecadacao_Total,Ganhadores_Sena,Rateio_Sena,Ganhadores_Quina,Rateio_Quina,Ganhadores_Quadra,Rateio_Quadra,Acumulado,Valor_Acumulado,Estimativa_Prêmio
224,225,2000-06-24 00:00:00,21,16,4,37,2,58,0,0,0,83,12542.39,5517,188.14,SIM,5496971.76,0
225,226,2000-07-01 00:00:00,2,50,59,38,49,1,0,1,6916920.13,78,15170.39,4123,286.14,NÃO,0,0
226,227,2000-07-08 00:00:00,37,26,27,42,11,48,0,0,0,51,14471.45,3648,201.72,SIM,885652.57,0
227,228,2000-07-15 00:00:00,16,40,45,59,43,13,0,0,0,64,13240.28,4497,187.87,SIM,1902506.15,0
228,229,2000-07-22 00:00:00,39,45,11,21,33,13,0,1,2992781.57,121,7508.79,7685,117.88,NÃO,0,0
229,230,2000-07-29 00:00:00,56,44,41,40,8,53,0,0,0,94,15000.56,5820,241.56,SIM,9547336,0
230,231,2000-08-05 00:00:00,16,59,27,42,44,36,0,0,0,125,12896.11,9458,169.93,SIM,11481752.44,0
231,232,2000-08-12 00:00:00,29,19,41,22,37,59,0,0,0,124,14598.36,8807,204.93,SIM,13653988.77,0
232,233,2000-08-19 00:00:00,45,3,24,36,7,32,0,5,3196547.03,512,3790.28,21452,90.2,NÃO,0,0
233,234,2000-08-26 00:00:00,15,45,54,25,42,41,0,0,0,39,19369.91,3505,214.89,SIM,906511.63,0
234,235,2000-09-02 00:00:00,29,41,55,2,31,22,0,0,0,52,16604.49,3086,278.96,SIM,1942631.63,0
235,236,2000-09-09 00:00:00,10,52,50,57,25,60,0,0,0,76,12197.95,4703,196.53,SIM,3055084.91,0
236,237,2000-09-16 00:00:00,36,7,45,31,56,57,0,0,0,54,19896.75,4145,258.44,SIM,4344394.18,0
237,238,2000-09-23 00:00:00,15,9,41,13,37,42,0,4,1429476.11,188,6088.25,10483,108.86,NÃO,0,0
238,239,2000-09-30 00:00:00,33,21,44,46,47,6,0,1,866183.32,30,24060.65,3826,188.1,NÃO,0,0
239,240,2000-10-07 00:00:00,59,28,25,41,57,38,0,0,0,103,15200.74,6244,250,SIM,11686511.34,0
240,241,2000-10-14 00:00:00,11,57,40,35,56,31,0,0,0,74,22811.94,5485,306.85,SIM,13712211.55,0
241,242,2000-10-21 00:00:00,22,7,4,21,28,56,0,0,0,203,9933.73,13497,148.97,SIM,16132069.11,0
242,243,2000-10-28 00:00:00,20,47,23,32,16,11,0,0,0,180,12019.97,13705,157.4,SIM,18728383.13,0
243,244,2000-11-04 00:00:00,19,60,50,24,47,33,0,0,0,204,13698.02,14735,189.08,SIM,22081659.67,0
244,245,2000-11-11 00:00:00,44,51,27,53,8,60,0,3,9153484.88,283,15838.62,21593,206.96,NÃO,0,0
245,246,2000-11-18 00:00:00,2,57,32,43,16,37,0,0,0,93,9292.06,5429,158.71,SIM,1036993.8,0
246,247,2000-11-25 00:00:00,34,3,30,10,23,46,0,0,0,80,12080.19,6425,149.96,SIM,2196692.29,0
247,248,2000-12-02 00:00:00,56,16,34,41,35,32,0,0,0,50,21550.72,4862,220.96,SIM,3489735.08,0
248,249,2000-12-09 00:00:00,21,55,54,40,36,49,0,0,0,60,19680.2,4247,277.21,SIM,4906709.76,0
249,250,2000-12-16 00:00:00,55,25,41,42,43,7,0,0,0,203,10867.31,15545,141.5,SIM,22593628.59,0
250,251,2000-12-23 00:00:00,34,15,23,55,49,30,0,0,0,180,15473.98,12813,216.73,SIM,25936007.67,0
251,252,2000-12-30 00:00:00,17,54,4,51,32,26,0,2,15107002.24,354,10070.62,22122,160.67,NÃO,0,0
252,253,2001-01-06 00:00:00,12,11,56,44,24,37,0,0,0,126,6985.77,7260,120.88,SIM,1056248.75,0
253,254,2001-01-13 00:00:00,4,30,56,21,22,1,0,0,0,66,16400.47,6381,169.14,SIM,2355166.17,0
254,255,2001-01-20 00:00:00,32,44,55,19,20,16,0,0,0,80,14363.63,6812,168.19,SIM,3734074.48,0
255,256,2001-01-27 00:00:00,21,52,34,26,2,32,0,0,0,91,13336.96,6319,191.49,SIM,5190470.09,0
256,257,2001-02-03 00:00:00,28,5,1,34,4,19,0,1,6808483.96,175,7704.83,11706,114.84,NÃO,0,0
257,258,2001-02-10 00:00:00,12,60,54,7,55,50,0,0,0,53,15960.68,3615,233.3,SIM,1015099.19,0
258,259,2001-02-17 00:00:00,20,43,33,13,15,58,0,0,0,65,15136.22,5581,175.77,SIM,2195724.03,0
259,260,2001-02-24 00:00:00,43,4,60,59,6,33,0,0,0,120,16065.94,8956,214.63,SIM,17357124.85,0
260,261,2001-03-03 00:00:00,5,54,20,56,30,16,0,0,0,91,22350.19,7281,278.51,SIM,19797765.32,0
261,262,2001-03-10 00:00:00,53,60,48,20,58,11,0,0,0,108,24643.78,8838,300.24,SIM,22991600.18,0
262,263,2001-03-17 00:00:00,8,50,26,9,53,43,0,0,0,136,24937.18,12752,265.17,SIM,27061348.12,0
263,264,2001-03-24 00:00:00,5,25,31,13,1,33,0,2,16055880.73,979,4298.96,50364,83.25,NÃO,0,0
264,265,2001-03-31 00:00:00,7,50,53,16,41,34,0,0,0,64,14676.59,3855,242.74,SIM,1127161.81,0
265,266,2001-04-07 00:00:00,38,54,48,23,2,46,0,0,0,89,12318.14,6687,163.33,SIM,2442739.49,0
266,267,2001-04-14 00:00:00,58,1,45,55,8,46,0,0,0,46,23142.59,4076,260.19,SIM,3720210.04,0
267,268,2001-04-21 00:00:00,21,10,47,6,5,33,0,0,0,111,10348.29,10133,112.93,SIM,5098601.74,0
268,269,2001-04-28 00:00:00,19,18,52,25,17,49,0,0,0,110,12115.7,8717,152.31,SIM,6697873.66,0
269,270,2001-05-05 00:00:00,45,27,35,40,5,9,0,1,25186260.21,228,9665.14,16867,130.16,NÃO,0,0
270,271,2001-05-12 00:00:00,14,31,54,29,26,24,0,0,0,43,19939.25,4385,194.79,SIM,1028865.23,0
271,272,2001-05-19 00:00:00,36,58,9,10,56,24,0,0,0,70,14013.37,5491,177.97,SIM,2205988.15,0
272,273,2001-05-26 00:00:00,47,52,10,27,23,17,0,1,3456480.23,92,11326.92,7241,143.38,NÃO,0,0
273,274,2001-06-02 00:00:00,11,39,47,18,13,26,0,0,0,142,5488.22,7420,104.64,SIM,935192.94,0
274,275,2001-06-09 00:00:00,16,30,19,38,48,37,0,0,0,41,22897.52,3737,250.27,SIM,2061751.1,0
275,276,2001-06-16 00:00:00,53,59,39,45,22,57,0,0,0,79,12486.98,5172,190.01,SIM,3245516.79,0
276,277,2001-06-23 00:00:00,40,26,38,4,56,52,0,0,0,95,11578.72,5404,202.78,SIM,4565490.29,0
277,278,2001-06-30 00:00:00,22,10,18,55,15,31,0,0,0,99,11868.09,6996,167.32,SIM,5975419.1,0
278,279,2001-07-07 00:00:00,31,59,4,58,23,47,0,0,0,58,23664.88,6137,222.81,SIM,7622494.24,0
279,280,2001-07-14 00:00:00,5,16,30,25,58,20,0,0,0,192,11199.47,14673,146,SIM,19351758.16,0
280,281,2001-07-21 00:00:00,11,5,47,31,53,38,0,1,22414093.5,188,13574.18,12864,197.63,NÃO,0,0
281,282,2001-07-28 00:00:00,33,24,36,9,14,23,0,1,958878.82,76,10514.03,6064,131.27,NÃO,0,0
282,283,2001-08-01 00:00:00,48,34,28,54,25,42,0,1,367173.22,36,8499.38,2126,143.38,NÃO,0,0
283,284,2001-08-04 00:00:00,8,36,14,32,30,7,0,1,901884.48,75,10020.94,5358,139.74,NÃO,0,0
284,285,2001-08-08 00:00:00,50,56,41,12,32,37,0,0,0,17,20875.96,1173,301.41,SIM,425869.64,0
285,286,2001-08-11 00:00:00,44,37,56,29,47,35,0,0,0,59,13743.96,3739,216.06,SIM,1398941.94,0
286,287,2001-08-15 00:00:00,60,47,3,33,25,13,0,1,1931474.8,110,4034.34,5633,78.49,NÃO,0,0
287,288,2001-08-18 00:00:00,50,9,18,11,6,17,0,0,0,82,8749.64,4763,150.07,SIM,860964.72,0
288,289,2001-08-22 00:00:00,36,6,30,20,7,25,0,0,0,29,13819.12,2197,181.72,SIM,1341870.11,0
289,290,2001-08-25 00:00:00,57,30,7,25,40,26,0,0,0,56,20662.23,4869,236.75,SIM,10159688.47,0
290,291,2001-08-29 00:00:00,22,16,5,41,18,17,0,0,0,71,11244.78,4870,163.32,SIM,11117743.68,0
291,292,2001-09-01 00:00:00,24,34,53,45,23,13,0,0,0,116,11313.3,8670,150.8,SIM,12692554.4,0
292,293,2001-09-05 00:00:00,6,12,35,5,28,7,0,0,0,167,5817.88,10185,95.03,SIM,13858457.03,0
293,294,2001-09-08 00:00:00,28,45,41,22,57,25,0,2,7696680.33,130,9839.13,7434,171.41,NÃO,0,0
294,295,2001-09-12 00:00:00,24,44,7,31,12,50,0,0,0,36,10242.27,2055,178.75,SIM,442466.08,0
295,296,2001-09-15 00:00:00,20,51,42,3,52,46,0,0,0,29,26582.95,2348,327.09,SIM,1367552.68,0
296,297,2001-09-19 00:00:00,20,28,41,1,33,36,0,0,0,25,19353.56,1920,251.05,SIM,1948159.43,0
297,298,2001-09-22 00:00:00,22,34,24,23,5,60,0,1,2994572.21,50,17440.22,4372,198.71,NÃO,0,0
298,299,2001-09-26 00:00:00,7,5,2,53,33,49,0,0,0,33,10538.82,2049,169.09,SIM,417337.23,0
299,300,2001-09-29 00:00:00,27,57,41,38,28,24,0,0,0,48,22820.73,4820,226.4,SIM,8421199.74,0
300,301,2001-10-03 00:00:00,58,26,49,57,48,9,0,0,0,28,29571.34,2892,285.22,SIM,9414796.91,0
301,302,2001-10-06 00:00:00,25,40,12,60,30,41,0,0,0,101,13505.06,6361,213.63,SIM,11051609.38,0
302,303,2001-10-10 00:00:00,7,13,30,37,47,17,0,1,12257748.27,215,4674.95,12861,77.86,NÃO,0,0
303,304,2001-10-13 00:00:00,42,7,11,34,59,41,0,0,0,58,11050.1,3274,195.02,SIM,769087.04,0
304,305,2001-10-17 00:00:00,11,5,27,60,38,53,0,0,0,47,10013.62,3770,124.37,SIM,1333855.18,0
305,306,2001-10-20 00:00:00,30,19,57,41,56,47,0,0,0,28,29736.18,2294,361.58,SIM,2332990.8,0
306,307,2001-10-24 00:00:00,26,17,13,41,16,44,0,0,0,44,12632.8,3962,139.76,SIM,3000002.7,0
307,308,2001-10-27 00:00:00,55,25,4,11,29,39,0,1,4138172.99,62,15297.99,5173,182.67,NÃO,0,0
308,309,2001-10-31 00:00:00,39,50,25,55,11,4,0,1,442899.06,3001,122.53,2997,122.69,NÃO,0,0
309,310,2001-11-03 00:00:00,28,14,29,2,31,32,0,0,0,81,10544.47,5093,167.07,SIM,7512984.9,0
310,311,2001-11-07 00:00:00,32,22,24,41,30,38,0,0,0,31,25454.68,2871,273.81,SIM,8459898.95,0
311,312,2001-11-10 00:00:00,14,30,50,41,47,23,0,0,0,76,15889.75,4985,241.33,SIM,9909043.97,0
312,313,2001-11-14 00:00:00,14,38,53,24,16,37,0,0,0,61,15665.21,5547,171.62,SIM,11055737.35,0
313,314,2001-11-17 00:00:00,5,32,40,58,37,34,0,0,0,93,12287.32,5542,205.42,SIM,12427002.17,0
314,315,2001-11-21 00:00:00,50,21,43,12,28,22,0,1,13675105.67,43,24188.06,4598,225.35,NÃO,0,0
315,316,2001-11-24 00:00:00,28,51,56,6,24,43,0,0,0,104,6446.33,4093,163.18,SIM,804502.07,0
316,317,2001-11-28 00:00:00,27,20,48,16,30,35,0,0,0,23,18858.99,2088,206.96,SIM,1325010.22,0
317,318,2001-12-01 00:00:00,19,53,40,3,31,20,0,1,2227008.03,46,16340.54,3071,243.84,NÃO,0,0
318,319,2001-12-05 00:00:00,12,16,23,17,19,48,0,0,0,52,7242.06,3342,112.26,SIM,451904.22,0
319,320,2001-12-08 00:00:00,20,53,47,50,22,27,0,0,0,77,15489,4916,241.69,SIM,8460390.65,0
320,321,2001-12-12 00:00:00,11,31,32,48,49,4,0,0,0,55,16954.09,3729,249.11,SIM,9579360.38,0
321,322,2001-12-15 00:00:00,18,11,29,44,47,56,0,0,0,87,15453.45,7835,170.95,SIM,11192700.36,0
322,323,2001-12-19 00:00:00,31,49,54,33,26,40,0,0,0,56,19921.91,4244,261.89,SIM,12531452.28,0
323,324,2001-12-22 00:00:00,22,8,30,15,47,25,0,0,0,211,7938.4,12192,136.87,SIM,14541455.7,0
324,325,2001-12-29 00:00:00,4,23,3,1,21,53,0,2,8743877.8,256,9590.82,15646,156.33,NÃO,0,0
325,326,2002-01-05 00:00:00,52,23,40,51,44,21,0,0,0,27,32367.36,2674,325.58,SIM,1048702.44,0
326,327,2002-01-09 00:00:00,46,38,29,33,32,48,0,0,0,16,30517.93,2112,230.33,SIM,1634646.68,0
327,328,2002-01-12 00:00:00,51,5,23,7,14,21,0,1,2721357.01,100,9055.92,7121,126.69,NÃO,0,0
328,329,2002-01-16 00:00:00,24,11,40,12,35,10,0,0,0,40,10380.3,2904,142.44,SIM,9617027.24,0
329,330,2002-01-19 00:00:00,2,4,23,37,14,51,0,0,0,120,10924.51,7914,165.03,SIM,11190156.01,0
330,331,2002-01-23 00:00:00,27,1,35,20,37,13,0,0,0,70,13872.44,6408,150.97,SIM,12355441.42,0
331,332,2002-01-26 00:00:00,28,23,42,29,44,34,0,0,0,83,16762.69,6713,206.47,SIM,14025004.81,0
332,333,2002-01-30 00:00:00,35,27,53,44,52,4,0,0,0,93,12692.31,6221,189.02,SIM,15441466.12,0
333,334,2002-02-02 00:00:00,41,26,51,14,24,23,0,2,8729392.91,1200,1400.91,8839,189.47,NÃO,0,0
334,335,2002-02-06 00:00:00,43,33,57,23,59,7,0,0,0,24,17736.83,2134,198.73,SIM,510820.7,0
335,336,2002-02-09 00:00:00,2,18,54,22,30,26,0,0,0,68,11058.6,4141,180.91,SIM,1413202.7,0
336,337,2002-02-16 00:00:00,31,52,14,54,16,4,0,0,0,34,27110.52,3454,265.86,SIM,2519311.97,0
337,338,2002-02-20 00:00:00,48,46,9,1,36,4,0,0,0,43,14031.02,3245,185.23,SIM,3243312.5,0
338,339,2002-02-23 00:00:00,13,16,12,5,27,50,0,0,0,76,12374.85,6908,135.64,SIM,12514336.94,0
339,340,2002-02-27 00:00:00,10,60,42,9,33,12,0,0,0,121,9877.84,6970,170.83,SIM,13948598.35,0
340,341,2002-03-02 00:00:00,56,23,22,43,16,5,0,0,0,166,9623.14,11103,143.34,SIM,15865526.88,0
341,342,2002-03-06 00:00:00,29,49,54,51,16,34,0,0,0,93,15067.81,5578,250.27,SIM,17547094.93,0
342,343,2002-03-09 00:00:00,4,6,7,24,12,41,0,2,9937283.03,246,7884.39,17023,113.51,NÃO,0,0
343,344,2002-03-13 00:00:00,33,36,12,35,10,14,0,0,0,46,9494.33,3487,124.78,SIM,524086.97,0
344,345,2002-03-16 00:00:00,56,11,58,46,51,22,0,1,1447870.53,27,28511.84,2170,353.42,NÃO,0,0
345,346,2002-03-20 00:00:00,56,7,46,60,41,12,0,0,0,20,19632.3,1589,246.17,SIM,471175.04,0
346,347,2002-03-23 00:00:00,26,10,52,1,12,48,0,0,0,72,9988.89,4730,151.48,SIM,1334215.32,0
347,348,2002-03-27 00:00:00,39,40,33,52,19,30,0,0,0,19,26763.06,1547,327.46,SIM,1944413.01,0
348,349,2002-03-30 00:00:00,9,38,32,8,54,28,0,0,0,46,14053.06,3264,197.31,SIM,10405636.15,0
349,350,2002-04-03 00:00:00,23,30,43,10,15,57,0,0,0,80,11801.82,5012,187.66,SIM,11538610.2,0
350,351,2002-04-06 00:00:00,15,16,59,60,24,41,0,0,0,98,14478.34,5832,242.37,SIM,13241262.56,0
351,352,2002-04-10 00:00:00,49,7,47,25,20,44,0,0,0,161,7848.74,8080,155.8,SIM,14757638.49,0
352,353,2002-04-13 00:00:00,60,46,30,55,23,19,0,0,0,89,19537.11,6862,252.44,SIM,16844201.81,0
353,354,2002-04-17 00:00:00,40,52,38,16,7,41,0,1,18680098.1,93,16450.68,6184,246.46,NÃO,0,0
354,355,2002-04-20 00:00:00,2,37,22,60,14,23,0,0,0,50,14412.47,4711,152.39,SIM,864747.94,0
355,356,2002-04-24 00:00:00,54,19,5,58,56,21,0,0,0,32,15777.72,2415,208.28,SIM,1470612.4,0
356,357,2002-04-27 00:00:00,45,53,32,2,30,35,0,0,0,34,23899.52,3265,247.94,SIM,2445712.66,0
357,358,2002-05-04 00:00:00,40,42,32,12,21,17,0,0,0,84,12903.06,5798,186.23,SIM,3746340.86,0
358,359,2002-05-08 00:00:00,31,54,20,29,13,19,0,0,0,56,13050.25,3953,184.17,SIM,13221837.92,0
359,360,2002-05-11 00:00:00,47,24,29,55,53,23,0,0,0,133,10645.79,8382,168.28,SIM,14920906.83,0
360,361,2002-05-15 00:00:00,41,28,45,31,16,59,0,0,0,98,12456.14,5236,232.26,SIM,16385748.75,0
361,362,2002-05-18 00:00:00,37,20,33,46,7,56,0,1,18399160.53,110,15253.12,8313,201.08,NÃO,0,0
362,363,2002-05-22 00:00:00,39,54,29,49,47,19,0,0,0,27,14921.89,2225,180.39,SIM,483469.12,0
363,364,2002-05-25 00:00:00,59,44,29,5,51,57,0,1,1307293.04,76,9033.16,3315,206.32,NÃO,0,0
364,365,2002-05-29 00:00:00,52,19,34,37,58,23,0,1,462752.26,45,8569.49,2433,157.9,NÃO,0,0
365,366,2002-06-01 00:00:00,6,4,51,7,21,15,0,0,0,41,12721.16,3489,148.93,SIM,625880.91,0
366,367,2002-06-05 00:00:00,52,49,27,33,12,10,0,1,1150498.02,71,6157.48,3040,143.27,NÃO,0,0
367,368,2002-06-08 00:00:00,13,50,38,32,44,29,0,0,0,53,10725.28,3220,175.87,SIM,682127.44,0
368,369,2002-06-12 00:00:00,21,42,1,60,35,14,0,1,1221738.07,46,9775.55,4167,107.51,NÃO,0,0
369,370,2002-06-15 00:00:00,51,42,4,54,1,40,0,0,0,40,23283.3,3230,287.25,SIM,7330667.64,0
370,371,2002-06-19 00:00:00,23,33,39,4,60,18,0,0,0,47,16675.12,3979,196.23,SIM,8271144.7,0
371,372,2002-06-22 00:00:00,24,17,46,57,16,39,0,2,4792658.35,85,12884.04,6743,161.8,NÃO,0,0
372,373,2002-06-26 00:00:00,31,33,24,10,5,1,0,0,0,52,6480.14,3292,101.98,SIM,404360.65,0
373,374,2002-06-29 00:00:00,54,2,26,5,44,16,0,0,0,80,8073.17,3326,193.45,SIM,1179384.47,0
374,375,2002-07-03 00:00:00,51,9,42,5,58,1,0,0,0,33,14359.09,2359,200.11,SIM,1748004.5,0
375,376,2002-07-06 00:00:00,25,13,10,43,35,48,0,0,0,110,7257,6956,114.33,SIM,2705928.72,0
376,377,2002-07-10 00:00:00,46,19,3,45,12,27,0,0,0,87,6639.02,5468,105.23,SIM,3399042.3,0
377,378,2002-07-13 00:00:00,55,45,48,41,5,38,0,0,0,36,25450.6,3115,293.02,SIM,4498508.08,0
378,379,2002-07-17 00:00:00,41,55,24,59,33,40,0,0,0,32,23407.93,2830,263.68,SIM,11243785.66,0
379,380,2002-07-20 00:00:00,47,22,13,30,31,57,0,0,0,206,6628.67,7186,189.31,SIM,12882392.95,0
380,381,2002-07-24 00:00:00,9,56,46,28,10,55,0,0,0,85,14181.19,7295,164.62,SIM,14328873.76,0
381,382,2002-07-27 00:00:00,54,38,53,31,37,34,0,0,0,68,23756.27,6291,255.82,SIM,16267384.96,0
382,383,2002-07-31 00:00:00,48,22,53,56,50,14,0,0,0,73,23753.43,6573,262.81,SIM,18348185.45,0
383,384,2002-08-03 00:00:00,28,50,47,24,40,52,0,0,0,151,18351.99,10644,259.37,SIM,21673565.65,0
384,385,2002-08-07 00:00:00,22,12,24,18,5,16,0,2,12952192.89,759,4645.17,37449,93.8,NÃO,0,0
385,386,2002-08-10 00:00:00,39,54,43,36,17,35,0,0,0,70,11571.98,5236,154.12,SIM,972045.86,0
386,387,2002-08-14 00:00:00,29,28,48,47,43,22,0,0,0,40,14937.65,2998,198.55,SIM,1689053.37,0
387,388,2002-08-17 00:00:00,52,48,53,58,23,36,0,0,0,46,18826.46,4293,200.97,SIM,2728273.75,0
388,389,2002-08-21 00:00:00,46,14,54,18,43,5,0,0,0,63,11305.19,4169,170.2,SIM,15745310.46,0
389,390,2002-08-24 00:00:00,7,22,34,12,38,53,0,1,17611429.97,171,9094.15,10722,144.49,NÃO,0,0
390,391,2002-08-28 00:00:00,7,15,35,16,40,4,0,0,0,44,10170.35,2740,162.7,SIM,536994.3,0
391,392,2002-08-31 00:00:00,49,47,39,31,15,23,0,1,1410917.29,68,10709.84,3591,202.03,NÃO,0,0
392,393,2002-09-04 00:00:00,12,50,36,6,35,40,0,0,0,31,13716.51,1949,217.35,SIM,510254.22,0
393,394,2002-09-07 00:00:00,15,49,42,5,45,35,0,0,0,47,11817.8,4815,114.93,SIM,1176778.31,0
394,395,2002-09-11 00:00:00,11,58,31,14,10,20,0,1,1843709.96,27,20584.31,2328,237.84,NÃO,0,0
395,396,2002-09-14 00:00:00,47,18,6,45,34,42,0,0,0,63,10148.72,4201,151.63,SIM,767243.59,0
396,397,2002-09-18 00:00:00,32,24,2,5,1,46,0,0,0,61,7992.42,4026,120.64,SIM,1352288.49,0
397,398,2002-09-21 00:00:00,28,7,16,37,36,22,0,1,2221289.77,63,11494.73,5106,141.29,NÃO,0,0
398,399,2002-09-25 00:00:00,59,55,16,27,47,11,0,0,0,20,19537,1730,225.01,SIM,5676171.41,0
399,400,2002-09-28 00:00:00,29,59,13,10,54,28,0,0,0,75,13254.18,4875,203.14,SIM,6869047.91,0
400,401,2002-10-02 00:00:00,50,18,44,53,11,43,0,0,0,33,25008.64,2853,288.18,SIM,7859389.89,0
401,402,2002-10-05 00:00:00,27,43,58,5,16,56,0,0,0,146,7927.99,7787,148.08,SIM,9248373.54,0
402,403,2002-10-09 00:00:00,46,31,7,16,60,27,0,0,0,48,19972.95,4099,233.01,SIM,10398815.28,0
403,404,2002-10-12 00:00:00,24,38,58,1,40,28,0,0,0,66,16580.07,4364,249.8,SIM,11711956.93,0
404,405,2002-10-16 00:00:00,57,60,34,24,29,47,0,0,0,67,16988.17,4579,247.63,SIM,13077805.76,0
405,406,2002-10-19 00:00:00,47,32,48,12,38,2,0,0,0,78,19463.48,6557,230.66,SIM,14899587.92,0
406,407,2002-10-23 00:00:00,49,2,18,51,22,57,0,0,0,90,16315.38,6383,229.18,SIM,16661649.27,0
407,408,2002-10-26 00:00:00,49,44,33,28,56,14,0,1,18948827.67,269,7085.43,13970,135.92,NÃO,0,0
408,409,2002-10-30 00:00:00,26,49,25,18,31,34,0,0,0,23,18741.96,1958,219.32,SIM,9710567.61,0
409,410,2002-11-02 00:00:00,31,55,36,24,8,38,0,0,0,101,10257.12,5799,177.97,SIM,10953730.37,0
410,411,2002-11-06 00:00:00,10,56,12,31,45,38,0,0,0,91,11814.39,5115,209.4,SIM,12243861.06,0
411,412,2002-11-09 00:00:00,45,5,14,21,59,12,0,0,0,89,16616.72,8542,172.49,SIM,14018527.28,0
412,413,2002-11-13 00:00:00,35,53,29,33,2,4,0,0,0,102,13376.53,7746,175.49,SIM,15655814.53,0
413,414,2002-11-16 00:00:00,35,26,58,52,45,16,0,1,17428452.98,51,28964.68,5527,266.26,NÃO,0,0
414,415,2002-11-20 00:00:00,38,44,4,1,27,42,0,0,0,40,11027.47,2415,181.96,SIM,529318.35,0
415,416,2002-11-23 00:00:00,13,1,23,56,54,33,0,0,0,44,16547.76,4032,179.9,SIM,1403039.91,0
416,417,2002-11-27 00:00:00,25,7,12,21,42,34,0,0,0,78,7435.78,5218,110.73,SIM,2099028.66,0
417,418,2002-11-30 00:00:00,45,8,32,49,15,52,0,2,1558712.24,82,10349.55,5133,164.72,NÃO,0,0
418,419,2002-12-04 00:00:00,41,42,52,53,16,9,0,0,0,30,14860.22,1594,278.62,SIM,8115153.05,0
419,420,2002-12-07 00:00:00,43,12,59,30,57,29,0,0,0,83,13949.86,5614,205.47,SIM,9504559.06,0
420,421,2002-12-11 00:00:00,38,45,35,37,5,51,0,0,0,47,21307.17,4716,211.55,SIM,10706283.47,0
421,422,2002-12-14 00:00:00,60,12,56,37,55,43,0,0,0,80,16823.65,6516,205.77,SIM,12321354.11,0
422,423,2002-12-18 00:00:00,8,22,33,40,32,53,0,0,0,66,17925.27,4178,282.1,SIM,13741035.48,0
423,424,2002-12-21 00:00:00,29,36,27,18,59,46,0,0,0,91,17356.78,7389,212.95,SIM,15636395.41,0
424,425,2002-12-28 00:00:00,6,16,10,34,47,42,0,1,18979599.19,279,9985.67,17411,159.42,NÃO,0,0
425,426,2003-01-04 00:00:00,7,32,54,50,30,37,0,0,0,58,13241.94,3139,243.76,SIM,921638.77,0
426,427,2003-01-08 00:00:00,51,13,43,24,3,14,0,0,0,48,11642.1,3563,156.25,SIM,1592223.84,0
427,428,2003-01-11 00:00:00,60,8,32,28,46,30,0,0,0,48,16919,3734,216.67,SIM,2566758.37,0
428,429,2003-01-15 00:00:00,55,32,17,36,26,43,0,0,0,44,14978.72,3300,198.96,SIM,12839021.93,0
429,430,2003-01-18 00:00:00,50,21,10,25,38,8,0,1,14410708.81,85,15408.7,6944,187.9,NÃO,0,0
430,431,2003-01-22 00:00:00,58,26,40,37,47,52,0,0,0,20,21069.89,1184,354.56,SIM,505677.41,0
431,432,2003-01-25 00:00:00,50,17,13,27,4,39,0,0,0,54,12185.97,4278,153.24,SIM,1295327.95,0
432,433,2003-01-29 00:00:00,36,17,28,16,54,30,0,0,0,31,16580.2,2332,219.58,SIM,1912111.54,0
433,434,2003-02-01 00:00:00,24,17,4,54,30,10,0,0,0,84,9173.28,4870,157.63,SIM,2836778,0
434,435,2003-02-05 00:00:00,37,11,17,31,43,10,0,0,0,55,11059.32,3243,186.85,SIM,3566693.13,0
435,436,2003-02-08 00:00:00,1,6,57,29,48,7,0,0,0,47,19531.31,4696,194.74,SIM,4668258.69,0
436,437,2003-02-12 00:00:00,54,10,59,44,30,7,0,0,0,33,22273.9,2829,258.84,SIM,5550305.04,0
437,438,2003-02-15 00:00:00,38,48,14,3,11,5,0,0,0,65,16281.73,6276,167.99,SIM,6820280.27,0
438,439,2003-02-19 00:00:00,42,13,20,29,43,57,0,0,0,65,13353.84,4407,196.22,SIM,14150924.79,0
439,440,2003-02-22 00:00:00,46,23,30,47,5,3,0,0,0,139,10909.13,10120,149.28,SIM,15970566.86,0
440,441,2003-02-26 00:00:00,2,15,58,10,59,21,0,0,0,121,11917.74,6941,206.98,SIM,17701023.29,0
441,442,2003-03-01 00:00:00,15,31,23,6,59,37,0,1,19946601.01,135,13861.59,9944,187.48,NÃO,0,0
442,443,2003-03-08 00:00:00,11,36,17,26,52,48,0,0,0,47,16322.42,3738,204.46,SIM,920584.21,0
443,444,2003-03-12 00:00:00,48,52,57,24,3,33,0,0,0,43,13890.62,3332,178.58,SIM,1637340.11,0
444,445,2003-03-15 00:00:00,31,50,7,53,32,20,0,0,0,31,28559.37,3101,284.42,SIM,2699748.84,0
445,446,2003-03-19 00:00:00,11,20,8,47,12,17,0,2,1767117.91,65,10698.55,5039,137.48,NÃO,0,0
446,447,2003-03-22 00:00:00,24,55,15,33,25,42,0,0,0,55,12010.32,5613,117.25,SIM,792681.47,0
447,448,2003-03-26 00:00:00,5,3,52,45,9,51,0,0,0,40,13356.99,2999,177.48,SIM,1433817.03,0
448,449,2003-03-29 00:00:00,34,56,24,1,49,8,0,0,0,55,14643.05,3656,219.46,SIM,10220372.33,0
449,450,2003-04-02 00:00:00,59,51,13,1,9,50,0,0,0,108,10575.6,6194,183.7,SIM,11590970.46,0
450,451,2003-04-05 00:00:00,23,18,31,17,53,28,0,0,0,87,17131.8,7368,201.53,SIM,13379529.89,0
